nama_prov,value_prov,nama_kab,value_kab,variable_kec,nama_kec,value_kec,kab,kec
"NUSA TENGGARA BARAT",52,"LOMBOK BARAT",5201,SUB_DISTRI,"GUNUNG SARI",5201060,01,060
"NUSA TENGGARA BARAT",52,"LOMBOK BARAT",5201,SUB_DISTRI,"BATU LAYAR",5201061,01,061
"NUSA TENGGARA BARAT",52,"LOMBOK BARAT",5201,SUB_DISTRI,PEMALIKAN,5201900,01,900
"NUSA TENGGARA BARAT",52,"LOMBOK TENGAH",5202,SUB_DISTRI,"PRAYA BARAT",5202010,02,010
"NUSA TENGGARA BARAT",52,"LOMBOK TENGAH",5202,SUB_DISTRI,"PRAYA BARAT DAYA",5202011,02,011
"NUSA TENGGARA BARAT",52,"LOMBOK TENGAH",5202,SUB_DISTRI,PUJUT,5202020,02,020
"NUSA TENGGARA BARAT",52,"LOMBOK TENGAH",5202,SUB_DISTRI,"PRAYA TIMUR",5202030,02,030
"NUSA TENGGARA BARAT",52,"LOMBOK TENGAH",5202,SUB_DISTRI,JANAPRIA,5202040,02,040
"NUSA TENGGARA BARAT",52,"LOMBOK TENGAH",5202,SUB_DISTRI,KOPANG,5202050,02,050
"NUSA TENGGARA BARAT",52,"LOMBOK TENGAH",5202,SUB_DISTRI,PRAYA,5202060,02,060
"NUSA TENGGARA BARAT",52,"LOMBOK TENGAH",5202,SUB_DISTRI,"PRAYA TENGAH",5202061,02,061
"NUSA TENGGARA BARAT",52,"LOMBOK TENGAH",5202,SUB_DISTRI,JONGGAT,5202070,02,070
"NUSA TENGGARA BARAT",52,"LOMBOK TENGAH",5202,SUB_DISTRI,PRINGGARATA,5202080,02,080
"NUSA TENGGARA BARAT",52,"LOMBOK TENGAH",5202,SUB_DISTRI,BATUKLIANG,5202090,02,090
"NUSA TENGGARA BARAT",52,"LOMBOK TENGAH",5202,SUB_DISTRI,"BATUKLIANG UTARA",5202091,02,091
"NUSA TENGGARA BARAT",52,"LOMBOK TIMUR",5203,SUB_DISTRI,KERUAK,5203010,03,010
"NUSA TENGGARA BARAT",52,"LOMBOK TIMUR",5203,SUB_DISTRI,JEROWARU,5203011,03,011
"NUSA TENGGARA BARAT",52,"LOMBOK TIMUR",5203,SUB_DISTRI,SAKRA,5203020,03,020
"NUSA TENGGARA BARAT",52,"LOMBOK TIMUR",5203,SUB_DISTRI,"SAKRA BARAT",5203021,03,021
"NUSA TENGGARA BARAT",52,"LOMBOK TIMUR",5203,SUB_DISTRI,"SAKRA TIMUR",5203022,03,022
"NUSA TENGGARA BARAT",52,"LOMBOK TIMUR",5203,SUB_DISTRI,TERARA,5203030,03,030
"NUSA TENGGARA BARAT",52,"LOMBOK TIMUR",5203,SUB_DISTRI,"MONTONG GADING",5203031,03,031
"NUSA TENGGARA BARAT",52,"LOMBOK TIMUR",5203,SUB_DISTRI,SIKUR,5203040,03,040
"NUSA TENGGARA BARAT",52,"LOMBOK TIMUR",5203,SUB_DISTRI,MASBAGIK,5203050,03,050
"NUSA TENGGARA BARAT",52,"LOMBOK TIMUR",5203,SUB_DISTRI,PRINGGASELA,5203051,03,051
"NUSA TENGGARA BARAT",52,"LOMBOK TIMUR",5203,SUB_DISTRI,SUKAMULIA,5203060,03,060
"NUSA TENGGARA BARAT",52,"LOMBOK TIMUR",5203,SUB_DISTRI,SURALAGA,5203061,03,061
"NUSA TENGGARA BARAT",52,"LOMBOK TIMUR",5203,SUB_DISTRI,SELONG,5203070,03,070
"NUSA TENGGARA BARAT",52,"LOMBOK TIMUR",5203,SUB_DISTRI,"LABUHAN HAJI",5203071,03,071
"NUSA TENGGARA BARAT",52,"LOMBOK TIMUR",5203,SUB_DISTRI,PRINGGABAYA,5203080,03,080
"NUSA TENGGARA BARAT",52,"LOMBOK TIMUR",5203,SUB_DISTRI,SUELA,5203081,03,081
"NUSA TENGGARA BARAT",52,"LOMBOK TIMUR",5203,SUB_DISTRI,AIKMEL,5203090,03,090
"NUSA TENGGARA BARAT",52,"LOMBOK TIMUR",5203,SUB_DISTRI,WANASABA,5203091,03,091
"NUSA TENGGARA BARAT",52,"LOMBOK TIMUR",5203,SUB_DISTRI,SEMBALUN,5203092,03,092
"NUSA TENGGARA BARAT",52,"LOMBOK TIMUR",5203,SUB_DISTRI,SAMBELIA,5203100,03,100
"NUSA TENGGARA BARAT",52,SUMBAWA,5204,SUB_DISTRI,LUNYUK,5204020,04,020
"NUSA TENGGARA BARAT",52,SUMBAWA,5204,SUB_DISTRI,"ORONG TELU",5204021,04,021
"NUSA TENGGARA BARAT",52,SUMBAWA,5204,SUB_DISTRI,ALAS,5204050,04,050
"NUSA TENGGARA BARAT",52,SUMBAWA,5204,SUB_DISTRI,"ALAS BARAT",5204051,04,051
"NUSA TENGGARA BARAT",52,SUMBAWA,5204,SUB_DISTRI,BUER,5204052,04,052
"NUSA TENGGARA BARAT",52,SUMBAWA,5204,SUB_DISTRI,UTAN,5204061,04,061
"NUSA TENGGARA BARAT",52,SUMBAWA,5204,SUB_DISTRI,RHEE,5204062,04,062
"NUSA TENGGARA BARAT",52,SUMBAWA,5204,SUB_DISTRI,BATULANTEH,5204070,04,070
"NUSA TENGGARA BARAT",52,SUMBAWA,5204,SUB_DISTRI,SUMBAWA,5204080,04,080
"NUSA TENGGARA BARAT",52,SUMBAWA,5204,SUB_DISTRI,"LABUHAN BADAS",5204081,04,081
"NUSA TENGGARA BARAT",52,SUMBAWA,5204,SUB_DISTRI,"UNTER IWES",5204082,04,082
"NUSA TENGGARA BARAT",52,SUMBAWA,5204,SUB_DISTRI,MOYOHILIR,5204090,04,090
"NUSA TENGGARA BARAT",52,SUMBAWA,5204,SUB_DISTRI,"MOYO UTARA",5204091,04,091
"NUSA TENGGARA BARAT",52,SUMBAWA,5204,SUB_DISTRI,MOYOHULU,5204100,04,100
"NUSA TENGGARA BARAT",52,SUMBAWA,5204,SUB_DISTRI,ROPANG,5204110,04,110
"NUSA TENGGARA BARAT",52,SUMBAWA,5204,SUB_DISTRI,LENANGGUAR,5204111,04,111
"NUSA TENGGARA BARAT",52,SUMBAWA,5204,SUB_DISTRI,LANTUNG,5204112,04,112
"NUSA TENGGARA BARAT",52,SUMBAWA,5204,SUB_DISTRI,LAPE,5204121,04,121
"NUSA TENGGARA BARAT",52,SUMBAWA,5204,SUB_DISTRI,LOPOK,5204122,04,122
"NUSA TENGGARA BARAT",52,SUMBAWA,5204,SUB_DISTRI,PLAMPANG,5204130,04,130
"NUSA TENGGARA BARAT",52,SUMBAWA,5204,SUB_DISTRI,LABANGKA,5204131,04,131
"NUSA TENGGARA BARAT",52,SUMBAWA,5204,SUB_DISTRI,MARONGE,5204132,04,132
"NUSA TENGGARA BARAT",52,SUMBAWA,5204,SUB_DISTRI,EMPANG,5204140,04,140
"NUSA TENGGARA BARAT",52,SUMBAWA,5204,SUB_DISTRI,TARANO,5204141,04,141
"NUSA TENGGARA BARAT",52,DOMPU,5205,SUB_DISTRI,HUU,5205010,05,010
"NUSA TENGGARA BARAT",52,DOMPU,5205,SUB_DISTRI,PAJO,5205011,05,011
"NUSA TENGGARA BARAT",52,DOMPU,5205,SUB_DISTRI,DOMPU,5205020,05,020
"NUSA TENGGARA BARAT",52,DOMPU,5205,SUB_DISTRI,WOJA,5205030,05,030
"NUSA TENGGARA BARAT",52,DOMPU,5205,SUB_DISTRI,KILO,5205040,05,040
"NUSA TENGGARA BARAT",52,DOMPU,5205,SUB_DISTRI,KEMPO,5205050,05,050
"NUSA TENGGARA BARAT",52,DOMPU,5205,SUB_DISTRI,MANGGALEWA,5205051,05,051
"NUSA TENGGARA BARAT",52,DOMPU,5205,SUB_DISTRI,PEKAT,5205060,05,060
"NUSA TENGGARA BARAT",52,BIMA,5206,SUB_DISTRI,MONTA,5206010,06,010
"NUSA TENGGARA BARAT",52,BIMA,5206,SUB_DISTRI,PARADO,5206011,06,011
"NUSA TENGGARA BARAT",52,BIMA,5206,SUB_DISTRI,BOLO,5206020,06,020
"NUSA TENGGARA BARAT",52,BIMA,5206,SUB_DISTRI,"MADA PANGGA",5206021,06,021
"NUSA TENGGARA BARAT",52,BIMA,5206,SUB_DISTRI,WOHA,5206030,06,030
"NUSA TENGGARA BARAT",52,BIMA,5206,SUB_DISTRI,BELO,5206040,06,040
"NUSA TENGGARA BARAT",52,BIMA,5206,SUB_DISTRI,PALIBELO,5206041,06,041
"NUSA TENGGARA BARAT",52,BIMA,5206,SUB_DISTRI,WAWO,5206050,06,050
"NUSA TENGGARA BARAT",52,BIMA,5206,SUB_DISTRI,LANGGUDU,5206051,06,051
"NUSA TENGGARA BARAT",52,BIMA,5206,SUB_DISTRI,LAMBITU,5206052,06,052
"NUSA TENGGARA BARAT",52,BIMA,5206,SUB_DISTRI,SAPE,5206060,06,060
"NUSA TENGGARA BARAT",52,BIMA,5206,SUB_DISTRI,LAMBU,5206061,06,061
"NUSA TENGGARA BARAT",52,BIMA,5206,SUB_DISTRI,WERA,5206070,06,070
"NUSA TENGGARA BARAT",52,BIMA,5206,SUB_DISTRI,AMBALAWI,5206071,06,071
"NUSA TENGGARA BARAT",52,BIMA,5206,SUB_DISTRI,DONGGO,5206080,06,080
"NUSA TENGGARA BARAT",52,BIMA,5206,SUB_DISTRI,SOROMANDI,5206081,06,081
"NUSA TENGGARA BARAT",52,BIMA,5206,SUB_DISTRI,SANGGAR,5206090,06,090
"NUSA TENGGARA BARAT",52,BIMA,5206,SUB_DISTRI,TAMBORA,5206091,06,091
"NUSA TENGGARA BARAT",52,"SUMBAWA BARAT",5207,SUB_DISTRI,SEKONGKANG,5207010,07,010
"NUSA TENGGARA BARAT",52,"SUMBAWA BARAT",5207,SUB_DISTRI,JEREWEH,5207020,07,020
"NUSA TENGGARA BARAT",52,"SUMBAWA BARAT",5207,SUB_DISTRI,MALUK,5207021,07,021
"NUSA TENGGARA BARAT",52,"SUMBAWA BARAT",5207,SUB_DISTRI,TALIWANG,5207030,07,030
"NUSA TENGGARA BARAT",52,"SUMBAWA BARAT",5207,SUB_DISTRI,"BRANG ENE",5207031,07,031
"NUSA TENGGARA BARAT",52,"SUMBAWA BARAT",5207,SUB_DISTRI,"BRANG REA",5207040,07,040
"NUSA TENGGARA BARAT",52,"SUMBAWA BARAT",5207,SUB_DISTRI,SETELUK,5207050,07,050
"NUSA TENGGARA BARAT",52,"SUMBAWA BARAT",5207,SUB_DISTRI,"POTO TANO",5207051,07,051
"NUSA TENGGARA BARAT",52,"LOMBOK UTARA",5208,SUB_DISTRI,PEMENANG,5208010,08,010
"NUSA TENGGARA BARAT",52,"LOMBOK UTARA",5208,SUB_DISTRI,TANJUNG,5208020,08,020
"NUSA TENGGARA BARAT",52,"LOMBOK UTARA",5208,SUB_DISTRI,GANGGA,5208030,08,030
"NUSA TENGGARA BARAT",52,"LOMBOK UTARA",5208,SUB_DISTRI,KAYANGAN,5208040,08,040
"NUSA TENGGARA BARAT",52,"LOMBOK UTARA",5208,SUB_DISTRI,BAYAN,5208050,08,050
"NUSA TENGGARA BARAT",52,"KOTA MATARAM",5271,SUB_DISTRI,AMPENAN,5271010,71,010
"NUSA TENGGARA BARAT",52,"KOTA MATARAM",5271,SUB_DISTRI,SEKARBELA,5271011,71,011
"NUSA TENGGARA BARAT",52,"KOTA MATARAM",5271,SUB_DISTRI,MATARAM,5271020,71,020
"NUSA TENGGARA BARAT",52,"KOTA MATARAM",5271,SUB_DISTRI,SELAPARANG,5271021,71,021
"NUSA TENGGARA BARAT",52,"KOTA MATARAM",5271,SUB_DISTRI,CAKRANEGARA,5271030,71,030
"NUSA TENGGARA BARAT",52,"KOTA MATARAM",5271,SUB_DISTRI,SANDUBAYA,5271031,71,031
"NUSA TENGGARA BARAT",52,"KOTA BIMA",5272,SUB_DISTRI,"RASANAE BARAT",5272010,72,010
"NUSA TENGGARA BARAT",52,"KOTA BIMA",5272,SUB_DISTRI,MPUNDA,5272011,72,011
"NUSA TENGGARA BARAT",52,"KOTA BIMA",5272,SUB_DISTRI,"RASANAE TIMUR",5272020,72,020
"NUSA TENGGARA BARAT",52,"KOTA BIMA",5272,SUB_DISTRI,RABA,5272021,72,021
"NUSA TENGGARA BARAT",52,"KOTA BIMA",5272,SUB_DISTRI,ASAKOTA,5272030,72,030
"NUSA TENGGARA TIMUR",53,"SUMBA BARAT",5301,SUB_DISTRI,LAMBOYA,5301021,01,021
"NUSA TENGGARA TIMUR",53,"SUMBA BARAT",5301,SUB_DISTRI,WANOKAKA,5301022,01,022
"NUSA TENGGARA TIMUR",53,"SUMBA BARAT",5301,SUB_DISTRI,"LABOYA BARAT",5301023,01,023
"NUSA TENGGARA TIMUR",53,"SUMBA BARAT",5301,SUB_DISTRI,LOLI,5301050,01,050
"NUSA TENGGARA TIMUR",53,"SUMBA BARAT",5301,SUB_DISTRI,"KOTA WAIKABUBAK",5301060,01,060
"NUSA TENGGARA TIMUR",53,"SUMBA BARAT",5301,SUB_DISTRI,"TANA RIGHU",5301072,01,072
"NUSA TENGGARA TIMUR",53,"SUMBA TIMUR",5302,SUB_DISTRI,LEWA,5302010,02,010
"NUSA TENGGARA TIMUR",53,"SUMBA TIMUR",5302,SUB_DISTRI,"NGGAHA ORIANGU",5302011,02,011
"NUSA TENGGARA TIMUR",53,"SUMBA TIMUR",5302,SUB_DISTRI,"LEWA TIDAHU",5302012,02,012
"NUSA TENGGARA TIMUR",53,"SUMBA TIMUR",5302,SUB_DISTRI,"KATALA HAMU LINGU",5302013,02,013
"NUSA TENGGARA TIMUR",53,"SUMBA TIMUR",5302,SUB_DISTRI,TABUNDUNG,5302020,02,020
"NUSA TENGGARA TIMUR",53,"SUMBA TIMUR",5302,SUB_DISTRI,PINUPAHAR,5302021,02,021
"NUSA TENGGARA TIMUR",53,"SUMBA TIMUR",5302,SUB_DISTRI,PABERIWAI,5302030,02,030
"NUSA TENGGARA TIMUR",53,"SUMBA TIMUR",5302,SUB_DISTRI,KARERA,5302031,02,031
"NUSA TENGGARA TIMUR",53,"SUMBA TIMUR",5302,SUB_DISTRI,"MATAWAI LA PAWU",5302032,02,032
"NUSA TENGGARA TIMUR",53,"SUMBA TIMUR",5302,SUB_DISTRI,"KAHAUNGU ETI",5302033,02,033
"NUSA TENGGARA TIMUR",53,"SUMBA TIMUR",5302,SUB_DISTRI,MAHU,5302034,02,034
"NUSA TENGGARA TIMUR",53,"SUMBA TIMUR",5302,SUB_DISTRI,"NGADU NGALA",5302035,02,035
"NUSA TENGGARA TIMUR",53,"SUMBA TIMUR",5302,SUB_DISTRI,"PAHUNGA LODU",5302040,02,040
"NUSA TENGGARA TIMUR",53,"SUMBA TIMUR",5302,SUB_DISTRI,"WULA WAIJELU",5302041,02,041
"NUSA TENGGARA TIMUR",53,"SUMBA TIMUR",5302,SUB_DISTRI,RINDI,5302051,02,051
"NUSA TENGGARA TIMUR",53,"SUMBA TIMUR",5302,SUB_DISTRI,UMALULU,5302052,02,052
"NUSA TENGGARA TIMUR",53,"SUMBA TIMUR",5302,SUB_DISTRI,PANDAWAI,5302060,02,060
"NUSA TENGGARA TIMUR",53,"SUMBA TIMUR",5302,SUB_DISTRI,"KAMBATA MAPAMBUHANG",5302061,02,061
"NUSA TENGGARA TIMUR",53,"SUMBA TIMUR",5302,SUB_DISTRI,"KOTA WAINGAPU",5302070,02,070
"NUSA TENGGARA TIMUR",53,"SUMBA TIMUR",5302,SUB_DISTRI,KAMBERA,5302071,02,071
"NUSA TENGGARA TIMUR",53,"SUMBA TIMUR",5302,SUB_DISTRI,HAHARU,5302080,02,080
"NUSA TENGGARA TIMUR",53,"SUMBA TIMUR",5302,SUB_DISTRI,KANATANG,5302081,02,081
"NUSA TENGGARA TIMUR",53,KUPANG,5303,SUB_DISTRI,SEMAU,5303100,03,100
"NUSA TENGGARA TIMUR",53,KUPANG,5303,SUB_DISTRI,"SEMAU SELATAN",5303101,03,101
"NUSA TENGGARA TIMUR",53,KUPANG,5303,SUB_DISTRI,"KUPANG BARAT",5303110,03,110
"NUSA TENGGARA TIMUR",53,KUPANG,5303,SUB_DISTRI,NEKAMESE,5303111,03,111
"NUSA TENGGARA TIMUR",53,KUPANG,5303,SUB_DISTRI,"KUPANG TENGAH",5303120,03,120
"NUSA TENGGARA TIMUR",53,KUPANG,5303,SUB_DISTRI,TAEBENU,5303121,03,121
"NUSA TENGGARA TIMUR",53,KUPANG,5303,SUB_DISTRI,AMARASI,5303130,03,130
"NUSA TENGGARA TIMUR",53,KUPANG,5303,SUB_DISTRI,"AMARASI BARAT",5303131,03,131
"NUSA TENGGARA TIMUR",53,KUPANG,5303,SUB_DISTRI,"AMARASI SELATAN",5303132,03,132
"NUSA TENGGARA TIMUR",53,KUPANG,5303,SUB_DISTRI,"AMARASI TIMUR",5303133,03,133
"NUSA TENGGARA TIMUR",53,KUPANG,5303,SUB_DISTRI,"KUPANG TIMUR",5303140,03,140
"NUSA TENGGARA TIMUR",53,KUPANG,5303,SUB_DISTRI,"AMABI OEFETO TIMUR",5303141,03,141
"NUSA TENGGARA TIMUR",53,KUPANG,5303,SUB_DISTRI,"AMABI OEFETO",5303142,03,142
"NUSA TENGGARA TIMUR",53,KUPANG,5303,SUB_DISTRI,SULAMU,5303150,03,150
"NUSA TENGGARA TIMUR",53,KUPANG,5303,SUB_DISTRI,FATULEU,5303160,03,160
"NUSA TENGGARA TIMUR",53,KUPANG,5303,SUB_DISTRI,"FATULEU TENGAH",5303161,03,161
"NUSA TENGGARA TIMUR",53,KUPANG,5303,SUB_DISTRI,"FATULEU BARAT",5303162,03,162
"NUSA TENGGARA TIMUR",53,KUPANG,5303,SUB_DISTRI,TAKARI,5303170,03,170
"NUSA TENGGARA TIMUR",53,KUPANG,5303,SUB_DISTRI,"AMFOANG SELATAN",5303180,03,180
"NUSA TENGGARA TIMUR",53,KUPANG,5303,SUB_DISTRI,"AMFOANG BARAT DAYA",5303181,03,181
"NUSA TENGGARA TIMUR",53,KUPANG,5303,SUB_DISTRI,"AMFOANG TENGAH",5303182,03,182
"NUSA TENGGARA TIMUR",53,KUPANG,5303,SUB_DISTRI,"AMFOANG UTARA",5303190,03,190
"NUSA TENGGARA TIMUR",53,KUPANG,5303,SUB_DISTRI,"AMFOANG BARAT LAUT",5303191,03,191
"NUSA TENGGARA TIMUR",53,KUPANG,5303,SUB_DISTRI,"AMFOANG TIMUR",5303192,03,192
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH SELATAN",5304,SUB_DISTRI,"MOLLO UTARA",5304010,04,010
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH SELATAN",5304,SUB_DISTRI,FATUMNASI,5304011,04,011
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH SELATAN",5304,SUB_DISTRI,TOBU,5304012,04,012
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH SELATAN",5304,SUB_DISTRI,NUNBENA,5304013,04,013
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH SELATAN",5304,SUB_DISTRI,"MOLLO SELATAN",5304020,04,020
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH SELATAN",5304,SUB_DISTRI,POLEN,5304021,04,021
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH SELATAN",5304,SUB_DISTRI,"MOLLO BARAT",5304022,04,022
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH SELATAN",5304,SUB_DISTRI,"MOLLO TENGAH",5304023,04,023
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH SELATAN",5304,SUB_DISTRI,"KOTA SOE",5304030,04,030
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH SELATAN",5304,SUB_DISTRI,"AMANUBAN BARAT",5304040,04,040
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH SELATAN",5304,SUB_DISTRI,"BATU PUTIH",5304041,04,041
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH SELATAN",5304,SUB_DISTRI,KUATNANA,5304042,04,042
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH SELATAN",5304,SUB_DISTRI,"AMANUBAN SELATAN",5304050,04,050
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH SELATAN",5304,SUB_DISTRI,NOEBEBA,5304051,04,051
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH SELATAN",5304,SUB_DISTRI,"KUAN FATU",5304060,04,060
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH SELATAN",5304,SUB_DISTRI,KUALIN,5304061,04,061
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH SELATAN",5304,SUB_DISTRI,"AMANUBAN TENGAH",5304070,04,070
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH SELATAN",5304,SUB_DISTRI,KOLBANO,5304071,04,071
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH SELATAN",5304,SUB_DISTRI,OENINO,5304072,04,072
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH SELATAN",5304,SUB_DISTRI,"AMANUBAN TIMUR",5304080,04,080
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH SELATAN",5304,SUB_DISTRI,FAUTMOLO,5304081,04,081
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH SELATAN",5304,SUB_DISTRI,FATUKOPA,5304082,04,082
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH SELATAN",5304,SUB_DISTRI,KIE,5304090,04,090
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH SELATAN",5304,SUB_DISTRI,KOTOLIN,5304091,04,091
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH SELATAN",5304,SUB_DISTRI,"AMANATUN SELATAN",5304100,04,100
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH SELATAN",5304,SUB_DISTRI,BOKING,5304101,04,101
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH SELATAN",5304,SUB_DISTRI,NUNKOLO,5304102,04,102
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH SELATAN",5304,SUB_DISTRI,NOEBANA,5304103,04,103
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH SELATAN",5304,SUB_DISTRI,SANTIAN,5304104,04,104
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH SELATAN",5304,SUB_DISTRI,"AMANATUN UTARA",5304110,04,110
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH SELATAN",5304,SUB_DISTRI,TOIANAS,5304111,04,111
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH SELATAN",5304,SUB_DISTRI,KOKBAUN,5304112,04,112
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH UTARA",5305,SUB_DISTRI,"MIOMAFFO BARAT",5305010,05,010
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH UTARA",5305,SUB_DISTRI,"MIOMAFFO TENGAH",5305011,05,011
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH UTARA",5305,SUB_DISTRI,MUSI,5305012,05,012
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH UTARA",5305,SUB_DISTRI,MUTIS,5305013,05,013
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH UTARA",5305,SUB_DISTRI,"MIOMAFFO TIMUR",5305020,05,020
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH UTARA",5305,SUB_DISTRI,NOEMUTI,5305021,05,021
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH UTARA",5305,SUB_DISTRI,"BIKOMI SELATAN",5305022,05,022
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH UTARA",5305,SUB_DISTRI,"BIKOMI TENGAH",5305023,05,023
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH UTARA",5305,SUB_DISTRI,"BIKOMI NILULAT",5305024,05,024
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH UTARA",5305,SUB_DISTRI,"BIKOMI UTARA",5305025,05,025
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH UTARA",5305,SUB_DISTRI,NAIBENU,5305026,05,026
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH UTARA",5305,SUB_DISTRI,"NOEMUTI TIMUR",5305027,05,027
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH UTARA",5305,SUB_DISTRI,"KOTA KEFAMENANU",5305030,05,030
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH UTARA",5305,SUB_DISTRI,INSANA,5305040,05,040
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH UTARA",5305,SUB_DISTRI,"INSANA UTARA",5305041,05,041
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH UTARA",5305,SUB_DISTRI,"INSANA BARAT",5305042,05,042
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH UTARA",5305,SUB_DISTRI,"INSANA TENGAH",5305043,05,043
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH UTARA",5305,SUB_DISTRI,"INSANA FAFINESU",5305044,05,044
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH UTARA",5305,SUB_DISTRI,"BIBOKI SELATAN",5305050,05,050
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH UTARA",5305,SUB_DISTRI,"BIBOKI TANPAH",5305051,05,051
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH UTARA",5305,SUB_DISTRI,"BIBOKI MOENLEU",5305052,05,052
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH UTARA",5305,SUB_DISTRI,"BIBOKI UTARA",5305060,05,060
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH UTARA",5305,SUB_DISTRI,"BIBOKI ANLEU",5305061,05,061
"NUSA TENGGARA TIMUR",53,"TIMOR TENGAH UTARA",5305,SUB_DISTRI,"BIBOKI FEOTLEU",5305062,05,062
"NUSA TENGGARA TIMUR",53,BELU,5306,SUB_DISTRI,"MALAKA BARAT",5306010,06,010
"NUSA TENGGARA TIMUR",53,BELU,5306,SUB_DISTRI,RINHAT,5306011,06,011
"NUSA TENGGARA TIMUR",53,BELU,5306,SUB_DISTRI,WEWIKU,5306012,06,012
"NUSA TENGGARA TIMUR",53,BELU,5306,SUB_DISTRI,WELIMAN,5306013,06,013
"NUSA TENGGARA TIMUR",53,BELU,5306,SUB_DISTRI,"MALAKA TENGAH",5306020,06,020
"NUSA TENGGARA TIMUR",53,BELU,5306,SUB_DISTRI,"SASITA MEAN",5306021,06,021
"NUSA TENGGARA TIMUR",53,BELU,5306,SUB_DISTRI,"BOTIN LEOBELE",5306022,06,022
"NUSA TENGGARA TIMUR",53,BELU,5306,SUB_DISTRI,"IO KUFEU",5306023,06,023
"NUSA TENGGARA TIMUR",53,BELU,5306,SUB_DISTRI,"MALAKA TIMUR",5306030,06,030
"NUSA TENGGARA TIMUR",53,BELU,5306,SUB_DISTRI,"LAEN MANEN",5306031,06,031
"NUSA TENGGARA TIMUR",53,BELU,5306,SUB_DISTRI,"RAI MANUK",5306032,06,032
"NUSA TENGGARA TIMUR",53,BELU,5306,SUB_DISTRI,KOBALIMA,5306040,06,040
"NUSA TENGGARA TIMUR",53,BELU,5306,SUB_DISTRI,"KOBALIMA TIMUR",5306041,06,041
"NUSA TENGGARA TIMUR",53,BELU,5306,SUB_DISTRI,"TASIFETO BARAT",5306050,06,050
"NUSA TENGGARA TIMUR",53,BELU,5306,SUB_DISTRI,"KAKULUK MESAK",5306051,06,051
"NUSA TENGGARA TIMUR",53,BELU,5306,SUB_DISTRI,"NANAET DUBESI",5306052,06,052
"NUSA TENGGARA TIMUR",53,BELU,5306,SUB_DISTRI,ATAMBUA,5306060,06,060
"NUSA TENGGARA TIMUR",53,BELU,5306,SUB_DISTRI,"ATAMBUA BARAT",5306061,06,061
